Time Elapsed (s),Distance Between Both Masses (m),Distance of Star 1 from Barycenter (m),Distance of Star 2 from Barycenter (m),Scalar Velocity of Star 1 (m/s),Scalar Velocity of Star 2 (m/s),Kinetic Energy of Star 1 (J),Kinetic Energy of Star 2 (J),Total Kinetic Energy (J),Gravitational Potential Energy (J),Total Mechanical Energy (J),Acceleration of Star 1 (m/s^2),Acceleration of Star 2 (m/s^2),Relative Acceleration (m/s^2),Angular Velocity of Star 1 (rad/s),Angular Velocity of Star 2 (rad/s)
2122333937.8969393,8340774253821.778,5565632067329.388,2775142186492.392,3593.1658180778995,1791.6286819145005,1.2839830972924302e+37,6.402212034381158e+36,1.924204300730546e+37,-6.348895459679409e+37,-4.424691158948863e+37,3.826987343536704e-06,1.9082170534706705e-06,5.735204397007375e-06,6.455988780088447e-10,6.455988780088447e-10
2131561476.7573607,8344455607810.257,5568088561317.35,2776367046492.9077,3590.549672170328,1790.324216080918,1.2821140690106676e+37,6.392892662978734e+36,1.921403335308541e+37,-6.346094494257405e+37,-4.424691158948863e+37,3.8236113564030795e-06,1.9065337146868198e-06,5.730145071089899e-06,6.448442104737002e-10,6.448442104737002e-10
2140789015.617782,8347942961463.984,5570415602756.748,2777527358707.238,3588.071763246182,1789.0886781390464,1.2803450553824438e+37,6.384071985850291e+36,1.918752253967473e+37,-6.343443412916336e+37,-4.424691158948863e+37,3.8204173959516114e-06,1.9049411382671732e-06,5.725358534218784e-06,6.441299930063527e-10,6.441299930063527e-10
2150016554.478204,8351236354157.617,5572613217921.502,2778623136236.116,3585.7320013818367,1787.9220232510588,1.2786757878812255e+37,6.375748664065576e+36,1.9162506542877832e+37,-6.340941813236646e+37,-4.424691158948863e+37,3.817404751293908e-06,1.9034389697477015e-06,5.72084372104161e-06,6.434561059881452e-10,6.434561059881452e-10
2159244093.338625,8354335823171.604,5574681431688.111,2779654391483.493,3583.53030207363,1786.824209281637,1.277106013403758e+37,6.367921435598081e+36,1.9138981569635662e+37,-6.33858931591243e+37,-4.424691158948863e+37,3.8145727528775424e-06,1.9020268752753653e-06,5.716599628152908e-06,6.428224367591305e-10,6.428224367591304e-10
2168471632.1990466,8357241403675.843,5576620267524.747,2780621136151.096,3581.46658616546,1785.79519676187,1.2756354941826664e+37,6.360589114889255e+36,1.9116944056715917e+37,-6.336385564620455e+37,-4.424691158948863e+37,3.811920772166038e-06,1.900704541448546e-06,5.712625313614584e-06,6.422288795638471e-10,6.422288795638471e-10
2177699171.0594683,8359953128714.411,5578429747481.0625,2781523381233.35,3579.5407797805547,1784.8349488552326,1.2742640077044364e+37,6.353750592439518e+36,1.9096390669483882e+37,-6.334330225897253e+37,-4.424691158948863e+37,3.809448221338923e-06,1.89947167516749e-06,5.708919896506413e-06,6.416753355004416e-10,6.416753355004416e-10
2186926709.9198895,8362471029191.335,5580109892178.695,2782361137012.6406,3577.7528142574274,1783.9434313256513,1.2729913466327343e+37,6.347404834425942e+36,1.9077318300753285e+37,-6.332422989024191e+37,-4.424691158948863e+37,3.807154553011629e-06,1.8983280034946426e-06,5.705482556506271e-06,6.411617124731089e-10,6.41161712473109e-10
2196154248.780311,8364795133857.384,5581660720802.46,2783134413054.9243,3576.1026260900144,1783.1206125076558,1.2718173187370092e+37,6.341550882346232e+36,1.9059724069716324e+37,-6.3306635659204965e+37,-4.424691158948863e+37,3.80503925997502e-06,1.8972732735247716e-06,5.702312533499791e-06,6.406879251478201e-10,6.406879251478202e-10
2205381787.640733,8366925469297.882,5583082251092.214,2783843218205.669,3574.590156872048,1782.3664632786422,1.2707417468263696e+37,6.336187852689019e+36,1.9043605320952715e+37,-6.329051691044135e+37,-4.424691158948863e+37,3.8031018749543485e-06,1.8963072522647778e-06,5.699409127219126e-06,6.402538949113195e-10,6.402538949113196e-10
2214609326.501154,8368862059921.524,5584374499335.391,2784487560586.135,3573.2153532456196,1781.6809570332257,1.269764468688653e+37,6.33131493663006e+36,1.9028959623516592e+37,-6.327587121300522e+37,-4.424691158948863e+37,3.8013419703874434e-06,1.8954297265230947e-06,5.6967716969105385e-06,6.398595498333567e-10,6.398595498333567e-10
2223836865.3615756,8370604927950.147,5585537480360.178,2785067447589.9707,3571.9781668540218,1781.0640696597266,1.2688853370347168e+37,6.326931399754454e+36,1.9015784770101623e+37,-6.326269635959025e+37,-4.424691158948863e+37,3.7997591582219937e-06,1.8946405028086098e-06,5.694399661030604e-06,6.395048246321474e-10,6.395048246321474e-10
2233064404.221997,8372154093409.499,5586571207529.356,2785582885880.143,3570.878554298804,1780.515779518757,1.2681042194478585e+37,6.323036581804439e+36,1.9004078776283025e+37,-6.325099036577166e+37,-4.424691158948863e+37,3.798353089731727e-06,1.8939394072390084e-06,5.692292496970736e-06,6.391896606430286e-10,6.391896606430286e-10
2242291943.0824184,8373509574120.949,5587475692734.772,2786033881386.1777,3569.9164771011147,1780.036067423945,1.2674209983383905e+37,6.319629896452892e+36,1.8993839879836797e+37,-6.3240751469325435e+37,-4.424691158948863e+37,3.797123455351378e-06,1.8933262854584836e-06,5.690449740809862e-06,6.389140057903018e-10,6.389140057903017e-10
2251519481.94284,8374671385694.143,5588250946392.429,2786420439301.715,3569.0919016673042,1779.624916624785,1.2668355709033123e+37,6.316710831102251e+36,1.8985066540135373e+37,-6.3231978129624e+37,-4.424691158948863e+37,3.7960699845303184e-06,1.8928010025647539e-06,5.6888709870950724e-06,6.386778145622433e-10,6.386778145622433e-10
2260747020.8032613,8375639541520.608,5588896977438.226,2786742564082.3843,3568.4047992588007,1779.2823127916156,1.2663478490910688e+37,6.314278946708789e+36,1.8977757437619477e+37,-6.322466902710811e+37,-4.424691158948863e+37,3.7951924456047008e-06,1.892363443045312e-06,5.687555888650013e-06,6.384810479892663e-10,6.384810479892662e-10
2269974559.663683,8376414052768.284,5589413793324.304,2787000259443.981,3567.8551459662895,1779.008244002745,1.2659577595713843e+37,6.312333877632197e+36,1.897191147334604e+37,-6.321882306283467e+37,-4.424691158948863e+37,3.7944906456880695e-06,1.8920135107228805e-06,5.68650415641095e-06,6.383236736252278e-10,6.383236736252278e-10
2279202098.524104,8376994928376.965,5589801400016.012,2787193528360.954,3567.4429226881703,1778.8027007337103,1.2656652437101405e+37,6.310875331510326e+36,1.896752776861173e+37,-6.321443935810037e+37,-4.424691158948863e+37,3.7939644305803225e-06,1.8917511287100177e-06,5.685715559290341e-06,6.382056655318652e-10,6.382056655318652e-10
2288429637.384526,8377382175054.666,5590059801989.473,2787322373065.1943,3567.1681151133375,1778.6656758486909,1.2654702575493093e+37,6.309903089159127e+36,1.896460566465222e+37,-6.321151725414084e+37,-4.424691158948863e+37,3.793613684694966e-06,1.891576239372847e-06,5.685189924067813e-06,6.381270042663589e-10,6.381270042663589e-10
2297657176.2449474,8377575797274.909,5590189002229.778,2787386795045.1313,3567.030713708231,1778.5971645940515,1.2653727717918893e+37,6.309417004497538e+36,1.896314472241643e+37,-6.321005631190507e+37,-4.424691158948863e+37,3.7934383310046004e-06,1.8914888043038731e-06,5.6849271353084736e-06,6.380876768720051e-10,6.380876768720051e-10
2306884715.1053686,8377575797274.909,5590189002229.778,2787386795045.1313,3567.030713708231,1778.5971645940515,1.2653727717918893e+37,6.309417004497538e+36,1.896314472241643e+37,-6.321005631190507e+37,-4.424691158948863e+37,3.7934383310046004e-06,1.8914888043038731e-06,5.6849271353084736e-06,6.380876768720051e-10,6.380876768720051e-10
2316112253.9657903,8377382175054.666,5590059801989.473,2787322373065.1943,3567.1681151133375,1778.6656758486909,1.2654702575493093e+37,6.309903089159127e+36,1.896460566465222e+37,-6.321151725414084e+37,-4.424691158948863e+37,3.793613684694966e-06,1.891576239372847e-06,5.685189924067813e-06,6.381270042663589e-10,6.381270042663589e-10
2325339792.826212,8376994928376.965,5589801400016.012,2787193528360.954,3567.4429226881703,1778.8027007337103,1.2656652437101405e+37,6.310875331510326e+36,1.896752776861173e+37,-6.321443935810037e+37,-4.424691158948863e+37,3.7939644305803225e-06,1.8917511287100177e-06,5.685715559290341e-06,6.382056655318652e-10,6.382056655318652e-10
2334567331.686633,8376414052768.284,5589413793324.304,2787000259443.981,3567.8551459662895,1779.008244002745,1.2659577595713843e+37,6.312333877632197e+36,1.897191147334604e+37,-6.321882306283467e+37,-4.424691158948863e+37,3.7944906456880695e-06,1.8920135107228805e-06,5.68650415641095e-06,6.383236736252278e-10,6.383236736252278e-10
2343794870.547055,8375639541520.608,5588896977438.226,2786742564082.3843,3568.4047992588007,1779.2823127916156,1.2663478490910688e+37,6.314278946708789e+36,1.8977757437619477e+37,-6.322466902710811e+37,-4.424691158948863e+37,3.7951924456047008e-06,1.892363443045312e-06,5.687555888650013e-06,6.384810479892663e-10,6.384810479892662e-10
2353022409.407476,8374671385694.143,5588250946392.429,2786420439301.715,3569.0919016673042,1779.624916624785,1.2668355709033123e+37,6.316710831102251e+36,1.8985066540135373e+37,-6.3231978129624e+37,-4.424691158948863e+37,3.7960699845303184e-06,1.8928010025647539e-06,5.6888709870950724e-06,6.386778145622433e-10,6.386778145622433e-10
2362249948.2678976,8373509574120.949,5587475692734.772,2786033881386.1777,3569.9164771011147,1780.036067423945,1.2674209983383905e+37,6.319629896452892e+36,1.8993839879836797e+37,-6.3240751469325435e+37,-4.424691158948863e+37,3.797123455351378e-06,1.8933262854584836e-06,5.690449740809862e-06,6.389140057903018e-10,6.389140057903017e-10
2371477487.1283193,8372154093409.499,5586571207529.356,2785582885880.143,3570.878554298804,1780.515779518757,1.2681042194478585e+37,6.323036581804439e+36,1.9004078776283025e+37,-6.325099036577166e+37,-4.424691158948863e+37,3.798353089731727e-06,1.8939394072390084e-06,5.692292496970736e-06,6.391896606430286e-10,6.391896606430286e-10
2380705025.9887404,8370604927950.147,5585537480360.178,2785067447589.9707,3571.9781668540218,1781.0640696597266,1.2688853370347168e+37,6.326931399754454e+36,1.9015784770101623e+37,-6.326269635959025e+37,-4.424691158948863e+37,3.7997591582219937e-06,1.8946405028086098e-06,5.694399661030604e-06,6.395048246321474e-10,6.395048246321474e-10
2389932564.849162,8368862059921.523,5584374499335.39,2784487560586.1343,3573.2153532456196,1781.6809570332257,1.269764468688653e+37,6.33131493663006e+36,1.9028959623516592e+37,-6.327587121300523e+37,-4.424691158948863e+37,3.8013419703874446e-06,1.895429726523095e-06,5.69677169691054e-06,6.398595498333568e-10,6.398595498333568e-10
2399160103.7095833,8366925469297.882,5583082251092.214,2783843218205.669,3574.590156872048,1782.3664632786422,1.2707417468263696e+37,6.336187852689019e+36,1.9043605320952715e+37,-6.329051691044135e+37,-4.424691158948863e+37,3.8031018749543485e-06,1.8963072522647778e-06,5.699409127219126e-06,6.402538949113195e-10,6.402538949113196e-10
2408387642.570005,8364795133857.384,5581660720802.46,2783134413054.9243,3576.1026260900144,1783.1206125076558,1.2718173187370092e+37,6.341550882346232e+36,1.9059724069716324e+37,-6.3306635659204965e+37,-4.424691158948863e+37,3.80503925997502e-06,1.8972732735247716e-06,5.702312533499791e-06,6.406879251478201e-10,6.406879251478202e-10
2417615181.4304266,8362471029191.335,5580109892178.695,2782361137012.6406,3577.7528142574274,1783.9434313256513,1.2729913466327343e+37,6.347404834425942e+36,1.9077318300753285e+37,-6.332422989024191e+37,-4.424691158948863e+37,3.807154553011629e-06,1.8983280034946426e-06,5.705482556506271e-06,6.411617124731089e-10,6.41161712473109e-10
2426842720.290848,8359953128714.411,5578429747481.0625,2781523381233.35,3579.5407797805547,1784.8349488552326,1.2742640077044364e+37,6.353750592439518e+36,1.9096390669483882e+37,-6.334330225897253e+37,-4.424691158948863e+37,3.809448221338923e-06,1.89947167516749e-06,5.708919896506413e-06,6.416753355004416e-10,6.416753355004416e-10
2436070259.1512694,8357241403675.843,5576620267524.747,2780621136151.096,3581.46658616546,1785.79519676187,1.2756354941826664e+37,6.360589114889255e+36,1.9116944056715917e+37,-6.336385564620455e+37,-4.424691158948863e+37,3.811920772166038e-06,1.900704541448546e-06,5.712625313614584e-06,6.422288795638471e-10,6.422288795638471e-10
2445297798.011691,8354335823171.604,5574681431688.111,2779654391483.493,3583.53030207363,1786.824209281637,1.277106013403758e+37,6.367921435598081e+36,1.9138981569635662e+37,-6.33858931591243e+37,-4.424691158948863e+37,3.8145727528775424e-06,1.9020268752753653e-06,5.716599628152908e-06,6.428224367591305e-10,6.428224367591304e-10
2454525336.8721123,8351236354157.619,5572613217921.503,2778623136236.1167,3585.7320013818357,1787.9220232510581,1.2786757878812248e+37,6.37574866406557e+36,1.9162506542877818e+37,-6.340941813236645e+37,-4.424691158948863e+37,3.817404751293906e-06,1.9034389697477008e-06,5.720843721041607e-06,6.434561059881449e-10,6.434561059881449e-10
2463752875.732534,8347942961463.984,5570415602756.748,2777527358707.238,3588.071763246182,1789.0886781390464,1.2803450553824438e+37,6.384071985850291e+36,1.918752253967473e+37,-6.343443412916336e+37,-4.424691158948863e+37,3.8204173959516114e-06,1.9049411382671732e-06,5.725358534218784e-06,6.441299930063527e-10,6.441299930063527e-10
2472980414.592955,8344455607810.257,5568088561317.35,2776367046492.9077,3590.549672170328,1790.324216080918,1.2821140690106676e+37,6.392892662978734e+36,1.921403335308541e+37,-6.346094494257405e+37,-4.424691158948863e+37,3.8236113564030795e-06,1.9065337146868198e-06,5.730145071089899e-06,6.448442104737002e-10,6.448442104737002e-10
2482207953.453377,8340774253821.778,5565632067329.388,2775142186492.392,3593.1658180778995,1791.6286819145005,1.2839830972924302e+37,6.402212034381158e+36,1.924204300730546e+37,-6.348895459679409e+37,-4.424691158948863e+37,3.826987343536704e-06,1.9082170534706705e-06,5.735204397007375e-06,6.455988780088447e-10,6.455988780088447e-10
2491435492.3137984,8336898858047.116,5563046093133.146,2773852764913.9707,3595.9202963890098,1793.0021232182853,1.2859524242703519e+37,6.412031516354299e+36,1.9271555759057817e+37,-6.351846734854646e+37,-4.424691158948863e+37,3.830546109917171e-06,1.9099915298634374e-06,5.740537639780609e-06,6.463941222467495e-10,6.463941222467495e-10
2500663031.1742196,8332829376976.583,5560330609695.482,2772498767281.1016,3598.813208100952,1794.4445903516655,1.2880223496014458e+37,6.422352603051581e+36,1.9302576099066038e+37,-6.354948768855466e+37,-4.424691158948863e+37,3.834288450146388e-06,1.911857540070485e-06,5.746145990216873e-06,6.472300768996981e-10,6.472300768996981e-10
2509890570.0346413,8328565765061.918,5557485586622.95,2771080178438.969,3601.8446598729583,1795.956136497196,1.290193188660914e+37,6.433176867000649e+36,1.933510875360979e+37,-6.358202034309843e+37,-4.424691158948863e+37,3.838215201245245e-06,1.9138155014481804e-06,5.752030702693426e-06,6.481068828217416e-10,6.481068828217417e-10
2519118108.8950624,8324107974737.102,5554510992175.694,2769596982561.408,3605.0147641150875,1797.5368177049158,1.2924652726515577e+37,6.444505959648906e+36,1.9369158686164483e+37,-6.361607027565312e+37,-4.424691158948863e+37,3.842327243056553e-06,1.9158658527048093e-06,5.758193095761363e-06,6.490246880766381e-10,6.49024688076638e-10
2528345647.755484,8319455956440.36,5551406793282.135,2768049163158.2266,3608.3236390811558,1799.186692938686,1.2948389487187938e+37,6.456341611937029e+36,1.9404731099124967e+37,-6.365164268861361e+37,-4.424691158948863e+37,3.846625498669442e-06,1.9180090541121884e-06,5.76463455278163e-06,6.499836480093043e-10,6.499836480093043e-10
2537573186.615906,8314609658637.385,5548172955554.455,2766436703082.9307,3611.7714089657356,1800.9058241245546,1.297314580071391e+37,6.46868563490097e+36,1.9441831435614881e+37,-6.36887430251035e+37,-4.424691158948863e+37,3.8511109348655435e-06,1.9202455877281435e-06,5.771356522593687e-06,6.509839253208346e-10,6.509839253208347e-10
2546800725.476327,8309569027845.785,5544809443304.925,2764759584540.8613,3615.3582040051638,1802.6942762011206,1.2998925461079472e+37,6.481539920302599e+36,1.9480465381382072e+37,-6.3727376970870705e+37,-4.424691158948863e+37,3.8557845625873345e-06,1.9225759576300345e-06,5.778360520217369e-06,6.520256901471204e-10,6.520256901471203e-10
2556028264.3367486,8304334008660.821,5541316219563.068,2763017789097.7544,3619.084160582579,1804.5521171719101,1.3025732425492122e+37,6.494906441289504e+36,1.9520638866781626e+37,-6.376755045627026e+37,-4.424691158948863e+37,3.860647437428968e-06,1.9250006901594924e-06,5.78564812758846e-06,6.531091201411247e-10,6.531091201411247e-10
2565255803.1971703,8298904543782.433,5537693246093.698,2761211297688.7354,3622.949421336919,1806.4794181597222,1.3053570815762904e+37,6.508787253084086e+36,1.9562358068846989e+37,-6.380926965833562e+37,-4.424691158948863e+37,3.865700660150006e-06,1.9275203341785813e-06,5.793220994328587e-06,6.542344005588529e-10,6.542344005588529e-10
2574483342.0575914,8293280574043.608,5533940483415.851,2759340090627.7583,3626.9541352758933,1808.4762534629613,1.308244491974823e+37,6.523184493702491e+36,1.960562941345072e+37,-6.385254100293936e+37,-4.424691158948863e+37,3.870945377212434e-06,1.930135461337561e-06,5.801080838549995e-06,6.554017243490734e-10,6.554017243490734e-10
2583710880.918013,8287462038440.14,5530057890822.637,2757404147617.504,3631.098457892891,1810.5427006139284,1.3112359192852113e+37,6.538100384703649e+36,1.9650459577555764e+37,-6.38973711670444e+37,-4.424691158948863e+37,3.876382781341389e-06,1.9328466663544804e-06,5.809229447695869e-06,6.566112922468409e-10,6.56611292246841e-10
2592938419.7784343,8281448874161.766,5526045426402.021,2755403447759.7446,3635.3825512877984,1812.6788404390652,1.3143318259589638e+37,6.553537231968863e+36,1.9696855491558501e+37,-6.394376708104713e+37,-4.424691158948863e+37,3.882014112110036e-06,1.9356545673068093e-06,5.817668679416846e-06,6.578633128708782e-10,6.578633128708782e-10
2602165958.638856,8275241016624.792,5521903047058.598,2753337969566.195,3639.806584291711,1814.8847571211363,1.3175326915212496e+37,6.569497426512323e+36,1.974482434172482e+37,-6.399173593121344e+37,-4.424691158948863e+37,3.887840656549054e-06,1.9385598059353393e-06,5.826400462484393e-06,6.591580028248703e-10,6.591580028248702e-10
2611393497.4992776,8268838399506.196,5517630708536.337,2751207690969.8604,3644.3707325955,1817.1605382633365,1.3208390127397368e+37,6.585983445322979e+36,1.9794373572720347e+37,-6.404128516220897e+37,-4.424691158948863e+37,3.893863749781201e-06,1.941563047960594e-06,5.835426797741796e-06,6.604955868027353e-10,6.604955868027353e-10
2620621036.359699,8262240954779.269,5513228365442.373,2749012589336.8965,3649.0751788822367,1819.5062749553192,1.3242513037998188e+37,6.602997852238253e+36,1.9845510890236443e+37,-6.409242247972508e+37,-4.424691158948863e+37,3.900084775681481e-06,1.9446649834119993e-06,5.84474975909348e-06,6.618762976979352e-10,6.618762976979351e-10
2629848575.2201204,8255448612750.836,5508695971271.845,2746752641478.992,3653.92011296342,1821.9220618411237,1.3277700964863056e+37,6.620543298849993e+36,1.989824426371305e+37,-6.414515585320168e+37,-4.424691158948863e+37,3.906505167563407e-06,1.9478663269700717e-06,5.854371494533479e-06,6.633003767168883e-10,6.633003767168883e-10
2639076114.080542,8248461302100.123,5504033478433.823,2744427823666.301,3658.905731918991,1824.407997188988,1.3313959403716764e+37,6.63862252544313e+36,1.9952581929159896e+37,-6.419949351864852e+37,-4.424691158948863e+37,3.913126408891929e-06,1.951167818321897e-06,5.864294227213826e-06,6.647680734965542e-10,6.647680734965543e-10
2648303652.9409633,8241278949919.289,5499240838278.362,2742038111640.928,3664.0322402411257,1826.964182963048,1.3351294030110006e+37,6.657238361967611e+36,2.0008532392077617e+37,-6.425544398156625e+37,-4.424691158948863e+37,3.919950034023572e-06,1.9545702225301787e-06,5.87452025655375e-06,6.662796462262631e-10,6.662796462262631e-10
2657531191.801385,8233901481755.698,5494318001124.704,2739583480630.9946,3669.2998499817586,1829.5907248968958,1.3389710701436236e+37,6.676393729044039e+36,2.0066104430480274e+37,-6.431301601996892e+37,-4.424691158948863e+37,3.926977628974381e-06,1.9580743304161555e-06,5.885051959390537e-06,6.678353617738619e-10,6.678353617738618e-10
2666758730.661806,8226328821655.984,5489264916290.687,2737063905365.2983,3674.7087809038208,1832.2877325689897,1.342921545901716e+37,6.696091639003544e+36,2.0125307098020703e+37,-6.437221868750933e+37,-4.424691158948863e+37,3.934210832216296e-06,1.961680958956684e-06,5.8958917911729795e-06,6.694354958162535e-10,6.694354958162535e-10
2675986269.522228,8218560892211.95,5484081532123.364,2734479360088.5864,3680.2592606361654,1835.0553194799031,1.3469814530258013e+37,6.716335196962444e+36,2.0186149727220459e+37,-6.443306131670909e+37,-4.424691158948863e+37,3.941651335502564e-06,1.965390951695813e-06,5.907042287198377e-06,6.71080332974411e-10,6.71080332974411e-10
2685213808.3826494,8210597614608.38,5478767796030.919,2731829818577.4624,3685.9515248321627,1837.8936031314042,1.3511514330873776e+37,6.737127601932299e+36,2.0248641932806075e+37,-6.44955535222947e+37,-4.424691158948863e+37,3.949300884722883e-06,1.9692051791711743e-06,5.9185060638940575e-06,6.727701669529492e-10,6.727701669529492e-10
2694441347.2430706,8202438908672.804,5473323654515.861,2729115254156.9434,3691.785817331924,1840.8027051073443,1.355432146718735e+37,6.758472147965815e+36,2.0312793615153166e+37,-6.45597052046418e+37,-4.424691158948863e+37,3.957161280788951e-06,1.9731245393555336e-06,5.930285820144485e-06,6.745053006843387e-10,6.745053006843387e-10
2703668886.1034923,8194084692927.32,5467749053209.616,2726335639717.705,3697.762390328133,1843.7827511563441,1.3598242738500938e+37,6.780372225339275e+36,2.0378614963840214e+37,-6.462552655332884e+37,-4.424691158948863e+37,3.9652343805510995e-06,1.977149958113847e-06,5.942384338664947e-06,6.762860464778489e-10,6.762860464778491e-10
2712896424.9639134,8185534884642.478,5462043936908.472,2723490947734.0063,3703.881504535477,1846.8338712762757,1.3643285139541966e+37,6.802831321772117e+36,2.0446116461314084e+37,-6.469302805080272e+37,-4.424691158948863e+37,3.973522097746824e-06,1.9812823896762177e-06,5.954804487423041e-06,6.781127261733236e-10,6.781127261733235e-10
2722123963.824335,8176789399893.352,5456208249611.004,2720581150282.348,3710.14342936362,1849.9561998005113,1.3689455862984566e+37,6.825853023684207e+36,2.051530888666877e+37,-6.47622204761574e+37,-4.424691158948863e+37,3.982026403981902e-06,1.9855228171271002e-06,5.967549221109002e-06,6.799856712998686e-10,6.799856712998686e-10
2731351502.6847568,8167848153617.859,5450241934556.983,2717606219060.8774,3716.548443093708,1853.1498754859326,1.3736762302048023e+37,6.849441017491481e+36,2.0586203319539505e+37,-6.483311490902814e+37,-4.424691158948863e+37,3.990749329744934e-06,1.989872252911174e-06,5.980621582656108e-06,6.819052232395631e-10,6.819052232395631e-10
2740579041.545178,8158711059677.373,5444144934267.823,2714566125409.5513,3723.0968330584005,1856.415041602697,1.378521205317368e+37,6.873599090940699e+36,2.0658811144114378e+37,-6.490572273360301e+37,-4.424691158948863e+37,3.999692965456128e-06,1.9943317393562893e-06,5.994024704812417e-06,6.838717333962961e-10,6.838717333962961e-10
2749806580.4055996,8149378030919.748,5437917190588.638,2711460840331.111,3729.7888958253516,1859.7518460257268,1.3834812918781272e+37,6.898331134483818e+36,2.073314405326509e+37,-6.498005564275372e+37,-4.424691158948863e+37,4.008859462551168e-06,1.9989023492139063e-06,6.007761811765074e-06,6.858855633698265e-10,6.858855633698264e-10
2759034119.2660213,8139848979244.826,5431558644731.953,2708290334512.874,3736.624937384157,1863.1604413279238,1.3885572910106407e+37,6.923641142692816e+36,2.0809214052799223e+37,-6.505612564228785e+37,-4.424691158948863e+37,4.018251034601051e-06,2.003585186217471e-06,6.021836220818522e-06,6.879470851351839e-10,6.879470851351839e-10
2768261658.1264424,8130123815672.485,5425069237323.109,2705054578349.377,3743.605273336738,1866.6409848750995,1.393750025012058e+37,6.949533215715678e+36,2.088703346583626e+37,-6.513394505532489e+37,-4.424691158948863e+37,4.027869958468836e-06,2.0083813856591914e-06,6.036251344128027e-06,6.900566812275273e-10,6.900566812275274e-10
2777489196.986864,8120202450413.366,5418448908447.461,2701753541965.9062,3750.7302290910975,1870.1936389225853,1.399060337653496e+37,6.976011560774136e+36,2.0966614937309095e+37,-6.521352652679773e+37,-4.424691158948863e+37,4.037718575504198e-06,2.0132921149856726e-06,6.05101069048987e-06,6.922147449325655e-10,6.922147449325655e-10
2786716735.8472853,8110084792942.329,5411697597699.391,2698387195242.94,3758.0001400584706,1873.8185707135367,1.4044890944889748e+37,7.003080493704112e+36,2.1047971438593859e+37,-6.529488302808249e+37,-4.424691158948863e+37,4.047799292776822e-06,2.0183185744129104e-06,6.066117867189733e-06,6.944216804826758e-10,6.944216804826758e-10
2795944274.707707,8099770752074.755,5404815244233.222,2694955507841.5337,3765.4153518538037,1877.5159525788958,1.4100371831730435e+37,7.030744440539441e+36,2.1131116272269877e+37,-6.537802786175851e+37,-4.424691158948863e+37,4.058114584349627e-06,2.0234619975611452e-06,6.081576581910772e-06,6.966779032588377e-10,6.966779032588377e-10
2805171813.5681286,8089260236045.802,5397801786816.11,2691458449229.6924,3772.9762204995504,1881.2859620390088,1.415705513787257e+37,7.05900793913977e+36,2.121606307701234e+37,-6.546297466650098e+37,-4.424691158948863e+37,4.06866699259285e-06,2.0287236521100973e-06,6.097390644702947e-06,6.989838399985113e-10,6.989838399985113e-10
2814399352.42855,8078553152592.696,5390657163882.949,2687895988709.748,3780.6831126327575,1885.1287819068825,1.421495019175671e+37,7.087875640863397e+36,2.130282583262011e+37,-6.554973742210873e+37,-4.424691158948863e+37,4.079459129540118e-06,2.0341048404751303e-06,6.113563970015249e-06,7.013399290095997e-10,7.013399290095997e-10
2823626891.2889714,8067649409040.107,5383381313593.341,2684268095446.7676,3788.5364057154616,1889.0446003930942,1.4274066552895556e+37,7.117352312286102e+36,2.1391418865181657e+37,-6.563833045467029e+37,-4.424691158948863e+37,4.0904936782876805e-06,2.0396069005049375e-06,6.130100578792618e-06,7.037466203906444e-10,7.037466203906443e-10
2832854430.1493926,8056548912389.167,5375974173890.999,2680574738498.169,3796.5364882480426,1893.0336112121727,1.4334414015412484e+37,7.147442836965514e+36,2.1481856852378e+37,-6.572876844186663e+37,-4.424691158948863e+37,4.1017733944375096e-06,2.0452312062011045e-06,6.147004600638614e-06,7.062043762572993e-10,7.062043762572994e-10
2842081969.0098143,8045251569409.174,5368435682564.9375,2676815886844.237,3804.683759986284,1897.0960136908295,1.4396002611679096e+37,7.178152217254883e+36,2.157415482893398e+37,-6.582106641842261e+37,-4.424691158948863e+37,4.113301107586558e-06,2.050979168460683e-06,6.164280276047241e-06,7.08713670975467e-10,7.08713670975467e-10
2851309507.870236,8033757286733.477,5360765777313.456,2672991509420.021,3812.978632161112,1901.2320128775261,1.445884261604598e+37,7.209485576163312e+36,2.166832819220929e+37,-6.591523978169792e+37,-4.424691158948863e+37,4.125079722862038e-06,2.0568522358417125e-06,6.181931958703751e-06,7.112749914009456e-10,7.112749914009456e-10
2860537046.730657,8022065970958.685,5352964395810.337,2669101575148.348,3821.421527701692,1905.441819653714,1.4522944548673834e+37,7.241448159266045e+36,2.176439270793988e+37,-6.6011304297428505e+37,-4.424691158948863e+37,4.137112222504963e-06,2.0628518953528132e-06,6.199964117857777e-06,7.138888371259569e-10,7.138888371259568e-10
2869764585.5910788,8010177528747.707,5345031475773.6045,2665146052974.1035,3830.0128814615864,1909.725650846602,1.4588319179464793e+37,7.274045336664697e+36,2.1862364516129493e+37,-6.610927610561812e+37,-4.424691158948863e+37,4.149401667502945e-06,2.0689796732673243e-06,6.21838134077027e-06,7.165557207326372e-10,7.165557207326372e-10
2878992124.4515004,7998091866936.697,5336966955036.884,2661124911899.815,3838.7531404479746,1914.08372934345,1.465497753209604e+37,7.307282604998504e+36,2.196226013709454e+37,-6.6209171726583175e+37,-4.424691158948863e+37,4.161951199273626e-06,2.075237135962708e-06,6.237188335236334e-06,7.192761680536666e-10,7.192761680536666e-10
